Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26
6/19/2024;16:07:19;0;greeenland;0.01;7.27;0;-0.055;6.65;1.29;0;103.8;105.2;11.13;-0.078;0;0;1.51;1.51;0;5.24;86.7;12.24;-0.054;6.08;0
6/19/2024;16:07:21;0;greeenland;0.02;7.3;0;-0.055;6.65;1.29;0;103.8;105.2;11.13;-0.078;0;0;1.51;1.51;0;5.26;85.5;12.25;-0.062;6.08;0
6/19/2024;16:07:23;0;greeenland;0.01;7.27;0;-0.055;6.64;1.29;0;103.8;105.2;11.12;-0.078;0;0;1.53;1.53;0;5.27;85;12.259;-0.047;6.08;0
6/19/2024;16:07:25;0;greeenland;0.03;7.31;0;-0.055;6.65;1.29;0;103.7;105.1;11.11;-0.079;0;0;1.53;1.53;0;5.27;84.8;12.27;-0.062;6.08;0
6/19/2024;16:07:27;0;greeenland;0.02;7.31;0;-0.055;6.65;1.29;0;103.7;105.1;11.11;-0.078;0;0;1.52;1.52;0;5.28;84.5;12.282;-0.045;6.08;0
6/19/2024;16:07:29;0;greeenland;0.05;7.39;0;-0.055;6.64;1.29;0;103.7;105;11.1;-0.079;0;0;1.53;1.53;0;5.28;84.4;12.289;-0.056;6.08;0
6/19/2024;16:07:31;0;greeenland;0.04;7.36;0;-0.055;6.65;1.29;0;103.6;105;11.09;-0.079;0;0;1.55;1.55;0;5.28;84.2;12.294;-0.052;6.08;0
6/19/2024;16:07:33;0;greeenland;0.04;7.36;0;-0.056;6.64;1.29;0;103.6;105;11.09;-0.079;0;0;1.54;1.54;0;5.28;84;12.298;-0.061;6.08;0
6/19/2024;16:07:35;0;greeenland;0.04;7.34;0;-0.055;6.65;1.29;0;103.6;105;11.09;-0.078;0;0;1.55;1.55;0;5.29;83.8;12.302;-0.05;6.08;0
6/19/2024;16:07:37;0;greeenland;0.01;7.27;0;-0.055;6.64;1.29;0;103.6;105;11.09;-0.079;0;0;1.55;1.55;0;5.29;83.6;12.311;-0.054;6.08;0
6/19/2024;16:07:39;0;greeenland;0.01;7.26;0;-0.055;6.64;1.29;0;103.6;105;11.09;-0.079;0;0;1.56;1.56;0;5.29;83.5;12.32;-0.053;6.08;0
6/19/2024;16:07:41;0;greeenland;-0.03;7.15;0;-0.055;6.63;1.28;0;103.6;105;11.08;-0.078;0;0;1.53;1.53;0;5.3;83.3;12.329;-0.049;6.08;0
6/19/2024;16:07:43;0;greeenland;-0.02;7.16;0;-0.055;6.63;1.29;0;103.6;105;11.08;-0.078;0;0;1.52;1.52;0;5.3;83.2;12.336;-0.059;6.08;0
6/19/2024;16:07:45;0;greeenland;-0.03;7.13;0;-0.055;6.62;1.28;0;103.6;104.9;11.08;-0.078;0;0;1.51;1.51;0;5.3;83.1;12.339;-0.049;6.08;0
6/19/2024;16:07:47;0;greeenland;-0.02;7.16;0;-0.055;6.61;1.28;0;103.5;104.9;11.07;-0.078;0;0;1.5;1.5;0;5.3;83;12.339;-0.06;6.08;0
6/19/2024;16:07:49;0;greeenland;-0.04;7.1;0;-0.055;6.61;1.28;0;103.5;104.8;11.06;-0.078;0;0;1.49;1.49;0;5.3;82.9;12.336;-0.05;6.08;0
6/19/2024;16:07:51;0;greeenland;-0.02;7.16;0;-0.055;6.6;1.27;0;103.4;104.8;11.06;-0.078;0;0;1.48;1.48;0;5.31;82.8;12.33;-0.052;6.08;0
6/19/2024;16:07:53;0;greeenland;-0.01;7.2;0;-0.055;6.6;1.27;0;103.4;104.8;11.06;-0.077;0;0;1.49;1.49;0;5.31;82.6;12.33;-0.055;6.08;0
6/19/2024;16:07:55;0;greeenland;0;7.22;0;-0.054;6.59;1.27;0;103.4;104.8;11.06;-0.077;0;0;1.49;1.49;0;5.31;82.5;12.333;-0.051;6.08;0
6/19/2024;16:07:57;0;greeenland;0.01;7.26;0;-0.054;6.6;1.27;0;103.5;104.9;11.07;-0.077;0;0;1.48;1.48;0;5.31;82.5;12.34;-0.056;6.08;0
6/19/2024;16:07:59;0;greeenland;0;7.22;0;-0.054;6.58;1.27;0;103.5;104.9;11.07;-0.077;0;0;1.49;1.49;0;5.31;82.5;12.35;-0.05;6.08;0
6/19/2024;16:08:01;0;greeenland;0;7.23;0;-0.054;6.59;1.27;0;103.6;105;11.07;-0.077;0;0;1.51;1.51;0;5.31;82.5;12.363;-0.056;6.08;0
6/19/2024;16:08:03;0;greeenland;-0.01;7.19;0;-0.054;6.59;1.27;0;103.6;105;11.07;-0.077;0;0;1.5;1.5;0;5.32;82.3;12.374;-0.056;6.08;0
6/19/2024;16:08:05;0;greeenland;0;7.24;0;-0.054;6.59;1.27;0;103.6;105;11.07;-0.077;0;0;1.47;1.47;0;5.32;82.2;12.384;-0.055;6.08;0
6/19/2024;16:08:07;0;greeenland;0.01;7.27;0;-0.054;6.59;1.27;0;103.6;105;11.07;-0.077;0;0;1.46;1.46;0;5.32;82.1;12.394;-0.062;6.08;0
6/19/2024;16:08:09;0;greeenland;0.02;7.29;0;-0.055;6.6;1.27;0;103.6;105;11.07;-0.078;0;0;1.46;1.46;0;5.32;82.1;12.401;-0.054;6.08;0
6/19/2024;16:08:11;0;greeenland;0.03;7.32;0;-0.055;6.6;1.27;0;103.6;105;11.06;-0.078;0;0;1.46;1.46;0;5.32;82;12.404;-0.063;6.08;0
6/19/2024;16:08:13;0;greeenland;0.03;7.32;0;-0.055;6.61;1.28;0;103.6;104.9;11.06;-0.078;0;0;1.46;1.46;0;5.32;81.9;12.404;-0.055;6.08;0
6/19/2024;16:08:15;0;greeenland;0.02;7.3;0;-0.055;6.61;1.28;0;103.5;104.9;11.06;-0.078;0;0;1.48;1.48;0;5.32;82;12.405;-0.062;6.08;0
6/19/2024;16:08:17;0;greeenland;0.02;7.3;0;-0.055;6.62;1.28;0;103.5;104.9;11.06;-0.078;0;0;1.48;1.48;0;5.32;82.1;12.407;-0.047;6.08;0
6/19/2024;16:08:19;0;greeenland;0.01;7.26;0;-0.056;6.63;1.29;0;103.5;104.9;11.06;-0.079;0;0;1.47;1.47;0;5.46;74.3;12.411;-0.061;6.08;0
6/19/2024;16:08:21;0;greeenland;-0.02;7.17;0;-0.055;6.63;1.28;0;103.6;104.9;11.06;-0.078;0;0;1.49;1.49;0;5.7;60.5;12.42;-0.05;6.08;0
6/19/2024;16:08:23;0;greeenland;-0.01;7.2;0;-0.055;6.64;1.29;0;103.6;104.9;11.05;-0.079;0;0;1.49;1.49;0;6.06;40.2;12.428;-0.051;6.08;0
6/19/2024;16:08:25;0;greeenland;-0.01;7.2;0;-0.055;6.65;1.29;0;103.6;105;11.06;-0.078;0;0;1.52;1.52;0;4.97;101.7;12.441;-0.057;6.08;0
6/19/2024;16:08:27;0;greeenland;-0.02;7.17;0;-0.055;6.64;1.29;0;103.6;105;11.06;-0.079;0;0;1.53;1.53;0;4.92;104.7;12.456;-0.051;6.08;0
6/19/2024;16:08:29;0;greeenland;-0.02;7.18;0;-0.055;6.64;1.29;0;103.7;105;11.05;-0.079;0;0;1.54;1.54;0;3.34;194.2;12.47;-0.057;6.08;0
6/19/2024;16:08:31;0;greeenland;0.01;7.25;0;-0.055;6.64;1.29;0;103.7;105;11.05;-0.079;0;0;1.53;1.53;0;5.51;71.2;12.483;-0.049;6.08;0
6/19/2024;16:08:33;0;greeenland;0.01;7.26;0;-0.056;6.62;1.28;0;103.7;105;11.05;-0.079;0;0;1.51;1.51;0;5.34;81;12.496;-0.057;6.07;0
6/19/2024;16:08:35;0;greeenland;0;7.24;0;-0.056;6.63;1.28;0;103.7;105;11.04;-0.079;0;0;1.51;1.51;0;5.54;69.8;12.503;-0.055;6.07;0
6/19/2024;16:08:37;0;greeenland;0;7.24;0;-0.056;6.61;1.28;0;103.7;105;11.04;-0.079;0;0;1.51;1.51;0;5.25;85.9;12.515;-0.055;6.07;0
6/19/2024;16:08:39;0;greeenland;0.02;7.29;0;-0.056;6.61;1.28;0;103.6;105;11.04;-0.079;0;0;1.52;1.52;0;5.33;81.4;12.522;-0.057;6.07;0
6/19/2024;16:08:41;0;greeenland;0.02;7.3;0;-0.056;6.61;1.28;0;103.6;105;11.03;-0.079;0;0;1.5;1.5;0;5.1;94.5;12.528;-0.052;6.07;0
6/19/2024;16:08:43;0;greeenland;0.02;7.29;0;-0.056;6.6;1.28;0;103.6;105;11.03;-0.079;0;0;1.48;1.48;0;5.51;71.3;12.528;-0.056;6.07;0
6/19/2024;16:08:45;0;greeenland;0.03;7.31;0;-0.056;6.58;1.27;0;103.6;104.9;11.03;-0.079;0;0;1.5;1.5;0;5.23;87.3;12.521;-0.054;6.07;0
6/19/2024;16:08:47;0;greeenland;0.04;7.34;0;-0.056;6.58;1.27;0;103.5;104.9;11.03;-0.079;0;0;1.49;1.49;0;5.46;74;12.509;-0.055;6.07;0
6/19/2024;16:08:49;0;greeenland;0.01;7.27;0;-0.056;6.58;1.27;0;103.5;104.9;11.03;-0.079;0;0;1.5;1.5;0;5.48;73.1;12.501;-0.058;6.07;0
6/19/2024;16:08:51;0;greeenland;-0.01;7.21;0;-0.055;6.59;1.27;0;103.5;104.9;11.03;-0.079;0;0;1.52;1.52;0;5.42;76.4;12.493;-0.055;6.07;0
6/19/2024;16:08:53;0;greeenland;0;7.22;0;-0.055;6.58;1.27;0;103.5;104.9;11.04;-0.079;0;0;1.52;1.52;0;5.37;79.4;12.479;-0.055;6.07;0
6/19/2024;16:08:55;0;greeenland;-0.01;7.21;0;-0.055;6.58;1.27;0;103.5;104.9;11.04;-0.079;0;0;1.52;1.52;0;5.44;75.5;12.46;-0.053;6.07;0
6/19/2024;16:08:57;0;greeenland;-0.02;7.18;0;-0.055;6.59;1.27;0;103.5;104.9;11.05;-0.079;0;0;1.51;1.51;0;5.23;87.2;12.442;-0.056;6.07;0
6/19/2024;16:08:59;0;greeenland;-0.01;7.2;0;-0.055;6.6;1.27;0;103.6;104.9;11.05;-0.079;0;0;1.5;1.5;0;5.79;55.6;12.429;-0.054;6.07;0
6/19/2024;16:09:01;0;greeenland;0.02;7.29;0;-0.055;6.6;1.27;0;103.6;104.9;11.06;-0.079;0;0;1.52;1.52;0;5.28;84.5;12.414;-0.057;6.07;0
6/19/2024;16:09:03;0;greeenland;0.01;7.26;0;-0.055;6.6;1.27;0;103.6;105;11.06;-0.078;0;0;1.51;1.51;0;5.34;80.8;12.399;-0.044;6.07;0
6/19/2024;16:09:05;0;greeenland;0.02;7.3;0;-0.055;6.61;1.28;0;103.6;105;11.07;-0.078;0;0;1.51;1.51;0;4.97;101.9;12.385;-0.054;6.07;0
6/19/2024;16:09:07;0;greeenland;0.03;7.33;0;-0.055;6.6;1.27;0;103.6;105;11.07;-0.078;0;0;1.49;1.49;0;5.27;85.1;12.376;-0.048;6.07;0
6/19/2024;16:09:09;0;greeenland;0.03;7.32;0;-0.055;6.6;1.27;0;103.7;105.1;11.08;-0.078;0;0;1.5;1.5;0;5.54;69.8;12.379;-0.046;6.07;0
6/19/2024;16:09:11;0;greeenland;0;7.22;0;-0.055;6.61;1.28;0;103.7;105.1;11.08;-0.078;0;0;1.48;1.48;0;5.36;80;12.385;-0.06;6.07;0
6/19/2024;16:09:13;0;greeenland;0.02;7.29;0;-0.055;6.61;1.28;0;103.8;105.1;11.08;-0.078;0;0;1.49;1.49;0;5.05;97.1;12.393;-0.048;6.07;0
6/19/2024;16:09:15;0;greeenland;0.01;7.27;0;-0.055;6.6;1.27;0;103.8;105.2;11.09;-0.078;0;0;1.49;1.49;0;5.06;96.8;12.407;-0.061;6.07;0
6/19/2024;16:09:17;0;greeenland;0.01;7.27;0;-0.054;6.6;1.27;0;103.8;105.2;11.09;-0.077;0;0;1.51;1.51;0;5.7;60.4;12.419;-0.046;6.07;0
6/19/2024;16:09:19;0;greeenland;0.03;7.31;0;-0.055;6.58;1.27;0;103.8;105.2;11.08;-0.078;0;0;1.5;1.5;0;5.32;82.2;12.434;-0.062;6.07;0
6/19/2024;16:09:21;0;greeenland;0.04;7.35;0;-0.054;6.58;1.27;0;103.9;105.3;11.08;-0.077;0;0;1.49;1.49;0;5.2;89.1;12.446;-0.048;6.07;0
6/19/2024;16:09:23;0;greeenland;0.02;7.31;0;-0.055;6.57;1.27;0;103.9;105.3;11.08;-0.077;0;0;1.5;1.5;0;4.97;101.8;12.456;-0.055;6.07;0
6/19/2024;16:09:25;0;greeenland;0.03;7.31;0;-0.054;6.56;1.26;0;103.9;105.2;11.08;-0.077;0;0;1.5;1.5;0;5.53;70.4;12.463;-0.055;6.07;0
6/19/2024;16:09:27;0;greeenland;0;7.24;0;-0.055;6.57;1.27;0;103.9;105.2;11.08;-0.078;0;0;1.53;1.53;0;5.36;79.6;12.47;-0.055;6.07;0
6/19/2024;16:09:29;0;greeenland;0;7.22;0;-0.055;6.56;1.26;0;103.8;105.2;11.07;-0.078;0;0;1.53;1.53;0;5.36;79.8;12.476;-0.058;6.07;0
6/19/2024;16:09:31;0;greeenland;0;7.22;0;-0.055;6.56;1.26;0;103.8;105.2;11.07;-0.078;0;0;1.53;1.53;0;5.26;85.4;12.476;-0.055;6.07;0
6/19/2024;16:09:33;0;greeenland;0.01;7.27;0;-0.055;6.57;1.26;0;103.8;105.2;11.07;-0.078;0;0;1.52;1.52;0;5.24;86.4;12.476;-0.056;6.07;0
6/19/2024;16:09:35;0;greeenland;0.03;7.32;0;-0.055;6.57;1.26;0;103.8;105.2;11.07;-0.078;0;0;1.54;1.54;0;5.35;80.5;12.475;-0.054;6.07;0
6/19/2024;16:09:37;0;greeenland;0.02;7.3;0;-0.055;6.57;1.26;0;103.8;105.2;11.07;-0.078;0;0;1.52;1.52;0;5.31;82.4;12.472;-0.057;6.07;0
6/19/2024;16:09:39;0;greeenland;0.05;7.37;0;-0.055;6.57;1.26;0;103.8;105.2;11.07;-0.078;0;0;1.51;1.51;0;5.35;80.5;12.469;-0.051;6.07;0
6/19/2024;16:09:41;0;greeenland;0.07;7.44;0;-0.055;6.57;1.26;0;103.8;105.2;11.07;-0.079;0;0;1.51;1.51;0;5.35;80.5;12.469;-0.057;6.07;0
6/19/2024;16:09:43;0;greeenland;0.06;7.42;0;-0.055;6.56;1.26;0;103.8;105.2;11.07;-0.078;0;0;1.5;1.5;0;5.34;80.8;12.469;-0.048;6.07;0
6/19/2024;16:09:45;0;greeenland;0.02;7.28;0;-0.055;6.57;1.26;0;103.8;105.2;11.07;-0.079;0;0;1.52;1.52;0;5.34;81.1;12.467;-0.058;6.07;0
6/19/2024;16:09:47;0;greeenland;0.03;7.32;0;-0.055;6.57;1.26;0;103.8;105.2;11.07;-0.078;0;0;1.51;1.51;0;5.34;81.2;12.464;-0.05;6.07;0
6/19/2024;16:09:49;0;greeenland;0.03;7.33;0;-0.055;6.58;1.27;0;103.8;105.2;11.07;-0.078;0;0;1.52;1.52;0;5.33;81.2;12.462;-0.051;6.07;0
6/19/2024;16:09:51;0;greeenland;0;7.24;0;-0.055;6.58;1.27;0;103.8;105.1;11.07;-0.078;0;0;1.5;1.5;0;5.33;81.4;12.46;-0.055;6.07;0
6/19/2024;16:09:53;0;greeenland;0;7.23;0;-0.055;6.58;1.27;0;103.7;105.1;11.07;-0.078;0;0;1.49;1.49;0;5.33;81.4;12.455;-0.049;6.07;0
6/19/2024;16:09:55;0;greeenland;0.01;7.28;0;-0.055;6.59;1.27;0;103.7;105.1;11.06;-0.078;0;0;1.49;1.49;0;5.33;81.3;12.451;-0.054;6.07;0
6/19/2024;16:09:57;0;greeenland;0.01;7.27;0;-0.055;6.59;1.27;0;103.7;105.1;11.06;-0.078;0;0;1.49;1.49;0;5.33;81.3;12.451;-0.061;6.07;0
6/19/2024;16:09:59;0;greeenland;0.01;7.26;0;-0.055;6.59;1.27;0;103.7;105.1;11.06;-0.078;0;0;1.5;1.5;0;5.33;81.3;12.452;-0.05;6.07;0
6/19/2024;16:10:01;0;greeenland;0.01;7.25;0;-0.055;6.57;1.27;0;103.7;105.1;11.06;-0.079;0;0;1.48;1.48;0;5.32;82;12.458;-0.062;6.07;0
6/19/2024;16:10:03;0;greeenland;0;7.24;0;-0.055;6.57;1.27;0;103.7;105.1;11.06;-0.078;0;0;1.47;1.47;0;5.28;84.3;12.47;-0.046;6.07;0
6/19/2024;16:10:05;0;greeenland;0;7.25;0;-0.055;6.57;1.26;0;103.7;105.1;11.06;-0.078;0;0;1.45;1.45;0;5.35;80.6;12.479;-0.061;6.07;0
6/19/2024;16:10:07;0;greeenland;0.01;7.25;0;-0.055;6.56;1.26;0;103.7;105.1;11.05;-0.078;0;0;1.45;1.45;0;5.38;78.6;12.484;-0.051;6.07;0
6/19/2024;16:10:09;0;greeenland;0;7.22;0;-0.055;6.55;1.26;0;103.7;105.1;11.05;-0.078;0;0;1.45;1.45;0;5.34;81.1;12.489;-0.061;6.07;0
6/19/2024;16:10:11;0;greeenland;-0.01;7.21;0;-0.055;6.56;1.26;0;103.7;105;11.05;-0.078;0;0;1.47;1.47;0;5.34;81;12.494;-0.052;6.07;0
6/19/2024;16:10:13;0;greeenland;-0.02;7.16;0;-0.055;6.54;1.26;0;103.7;105.1;11.05;-0.078;0;0;1.47;1.47;0;5.36;79.8;12.502;-0.055;6.07;0
6/19/2024;16:10:15;0;greeenland;-0.02;7.17;0;-0.055;6.53;1.25;0;103.6;105;11.04;-0.078;0;0;1.48;1.48;0;5.35;80.1;12.506;-0.057;6.07;0
6/19/2024;16:10:17;0;greeenland;0;7.22;0;-0.055;6.53;1.25;0;103.6;105;11.04;-0.078;0;0;1.48;1.48;0;5.35;80.1;12.511;-0.049;6.07;0
6/19/2024;16:10:19;0;greeenland;0.02;7.29;0;-0.055;6.53;1.25;0;103.7;105;11.04;-0.078;0;0;1.49;1.49;0;5.35;80.3;12.522;-0.057;6.07;0
6/19/2024;16:10:21;0;greeenland;0.02;7.31;0;-0.055;6.54;1.26;0;103.7;105;11.04;-0.078;0;0;1.51;1.51;0;5.34;81.2;12.535;-0.051;6.07;0
6/19/2024;16:10:23;0;greeenland;0.02;7.29;0;-0.055;6.54;1.25;0;103.7;105;11.04;-0.078;0;0;1.5;1.5;0;5.34;80.9;12.546;-0.057;6.07;0
6/19/2024;16:10:25;0;greeenland;0.04;7.36;0;-0.055;6.54;1.25;0;103.6;105;11.03;-0.079;0;0;1.52;1.52;0;5.34;81.1;12.555;-0.049;6.07;0
6/19/2024;16:10:27;0;greeenland;0.03;7.33;0;-0.055;6.53;1.25;0;103.6;105;11.03;-0.079;0;0;1.52;1.52;0;5.43;75.7;12.558;-0.053;6.07;0
6/19/2024;16:10:29;0;greeenland;0.01;7.26;0;-0.055;6.53;1.25;0;103.5;104.9;11.02;-0.079;0;0;1.52;1.52;0;5.31;82.8;12.553;-0.056;6.07;0
6/19/2024;16:10:31;0;greeenland;0.01;7.26;0;-0.056;6.53;1.25;0;103.5;104.9;11.02;-0.079;0;0;1.51;1.51;0;5.23;87.4;12.545;-0.056;6.07;0
6/19/2024;16:10:33;0;greeenland;0;7.22;0;-0.056;6.54;1.26;0;103.4;104.8;11.01;-0.079;0;0;1.5;1.5;0;5.35;80.7;12.535;-0.055;6.06;0
6/19/2024;16:10:35;0;greeenland;-0.02;7.17;0;-0.056;6.55;1.26;0;103.3;104.7;11.01;-0.079;0;0;1.5;1.5;0;5.35;80.6;12.514;-0.059;6.06;0
6/19/2024;16:10:37;0;greeenland;-0.02;7.18;0;-0.055;6.55;1.26;0;103.3;104.6;11.01;-0.079;0;0;1.52;1.52;0;5.35;80.7;12.481;-0.054;6.06;0
6/19/2024;16:10:39;0;greeenland;-0.01;7.21;0;-0.055;6.57;1.26;0;103.2;104.6;11.01;-0.079;0;0;1.52;1.52;0;5.35;80.5;12.46;-0.055;6.06;0
6/19/2024;16:10:41;0;greeenland;0.01;7.25;0;-0.055;6.57;1.26;0;103.3;104.6;11.02;-0.079;0;0;1.5;1.5;0;5.35;80.4;12.451;-0.054;6.06;0
6/19/2024;16:10:43;0;greeenland;-0.01;7.21;0;-0.055;6.58;1.27;0;103.3;104.7;11.02;-0.079;0;0;1.5;1.5;0;5.35;80.5;12.455;-0.058;6.06;0
6/19/2024;16:10:45;0;greeenland;0.02;7.28;0;-0.055;6.6;1.27;0;103.3;104.7;11.02;-0.079;0;0;1.49;1.49;0;5.35;80.5;12.46;-0.056;6.06;0
6/19/2024;16:10:47;0;greeenland;0.02;7.29;0;-0.055;6.6;1.28;0;103.4;104.7;11.02;-0.079;0;0;1.49;1.49;0;5.35;80.5;12.468;-0.06;6.06;0
6/19/2024;16:10:49;0;greeenland;0;7.22;0;-0.055;6.6;1.28;0;103.4;104.8;11.03;-0.079;0;0;1.51;1.51;0;5.35;80.5;12.486;-0.051;6.06;0
6/19/2024;16:10:51;0;greeenland;0;7.22;0;-0.055;6.6;1.27;0;103.4;104.8;11.02;-0.079;0;0;1.52;1.52;0;5.35;80.5;12.493;-0.062;6.06;0
6/19/2024;16:10:53;0;greeenland;0.01;7.26;0;-0.055;6.6;1.27;0;103.4;104.8;11.02;-0.078;0;0;1.51;1.51;0;5.35;80.5;12.483;-0.048;6.06;0
6/19/2024;16:10:55;0;greeenland;0.01;7.27;0;-0.056;6.6;1.27;0;103.3;104.7;11.02;-0.079;0;0;1.51;1.51;0;5.35;80.5;12.457;-0.061;6.06;0
6/19/2024;16:10:57;0;greeenland;-0.01;7.19;0;-0.056;6.59;1.27;0;103.3;104.6;11.02;-0.079;0;0;1.52;1.52;0;5.35;80.5;12.416;-0.056;6.06;0
6/19/2024;16:10:59;0;greeenland;0;7.24;0;-0.056;6.59;1.27;0;103.2;104.6;11.03;-0.079;0;0;1.49;1.49;0;5.35;80.5;12.367;-0.063;6.06;0
6/19/2024;16:11:01;0;greeenland;0.02;7.29;0;-0.056;6.6;1.27;0;103.2;104.6;11.04;-0.079;0;0;1.51;1.51;0;5.35;80.5;12.316;-0.057;6.06;0
6/19/2024;16:11:03;0;greeenland;0.01;7.28;0;-0.056;6.58;1.27;0;103.2;104.5;11.05;-0.079;0;0;1.51;1.51;0;5.35;80.6;12.269;-0.051;6.06;0
6/19/2024;16:11:05;0;greeenland;-0.01;7.21;0;-0.056;6.57;1.26;0;103.2;104.6;11.06;-0.079;0;0;1.52;1.52;0;5.35;80.6;12.233;-0.057;6.06;0
6/19/2024;16:11:07;0;greeenland;0.03;7.33;0;-0.056;6.57;1.26;0;103.2;104.6;11.07;-0.079;0;0;1.51;1.51;0;5.35;80.5;12.208;-0.049;6.06;0
6/19/2024;16:11:09;0;greeenland;0.04;7.36;0;-0.056;6.58;1.27;0;103.2;104.6;11.08;-0.079;0;0;1.53;1.53;0;5.34;80.6;12.184;-0.057;6.06;0
6/19/2024;16:11:11;0;greeenland;0.03;7.32;0;-0.056;6.57;1.27;0;103.3;104.7;11.09;-0.079;0;0;1.55;1.55;0;5.35;80.5;12.175;-0.053;6.06;0
6/19/2024;16:11:13;0;greeenland;0.04;7.35;0;-0.056;6.56;1.26;0;103.3;104.7;11.09;-0.079;0;0;1.54;1.54;0;5.35;80.5;12.179;-0.055;6.06;0
6/19/2024;16:11:15;0;greeenland;0.05;7.37;0;-0.056;6.56;1.26;0;103.4;104.8;11.1;-0.08;0;0;1.52;1.52;0;5.35;80.1;12.191;-0.052;6.06;0
6/19/2024;16:11:17;0;greeenland;0.01;7.25;0;-0.056;6.57;1.26;0;103.4;104.8;11.1;-0.08;0;0;1.54;1.54;0;5.36;79.9;12.207;-0.055;6.06;0
6/19/2024;16:11:19;0;greeenland;-0.04;7.12;0;-0.056;6.57;1.26;0;103.5;104.8;11.09;-0.079;0;0;1.56;1.56;0;5.35;80.4;12.223;-0.055;6.06;0
6/19/2024;16:11:21;0;greeenland;-0.03;7.13;0;-0.056;6.56;1.26;0;103.5;104.9;11.09;-0.08;0;0;1.54;1.54;0;5.35;80.5;12.239;-0.054;6.06;0
6/19/2024;16:11:23;0;greeenland;-0.04;7.12;0;-0.056;6.56;1.26;0;103.5;104.8;11.09;-0.079;0;0;1.53;1.53;0;5.35;80.5;12.254;-0.052;6.05;0
6/19/2024;16:11:25;0;greeenland;-0.04;7.12;0;-0.056;6.57;1.26;0;103.4;104.8;11.08;-0.079;0;0;1.54;1.54;0;5.35;80.5;12.258;-0.059;6.05;0
6/19/2024;16:11:27;0;greeenland;-0.01;7.21;0;-0.056;6.57;1.26;0;103.4;104.8;11.08;-0.079;0;0;1.54;1.54;0;5.22;87.5;12.25;-0.057;6.05;0
6/19/2024;16:11:29;0;greeenland;0.02;7.28;0;-0.056;6.55;1.26;0;103.4;104.7;11.08;-0.079;0;0;1.54;1.54;0;5.37;79;12.25;-0.059;6.05;0
6/19/2024;16:11:31;0;greeenland;0.02;7.3;0;-0.056;6.55;1.26;0;103.3;104.7;11.07;-0.079;0;0;1.53;1.53;0;5.35;80.2;12.254;-0.058;6.05;0
6/19/2024;16:11:33;0;greeenland;0.04;7.35;0;-0.056;6.56;1.26;0;103.3;104.7;11.07;-0.079;0;0;1.54;1.54;0;5.35;80.5;12.264;-0.057;6.05;0
6/19/2024;16:11:35;0;greeenland;0.02;7.29;0;-0.056;6.57;1.26;0;103.4;104.7;11.07;-0.079;0;0;1.56;1.56;0;5.35;80.4;12.285;-0.054;6.05;0
6/19/2024;16:11:37;0;greeenland;0.04;7.35;0;-0.055;6.57;1.26;0;103.4;104.7;11.06;-0.079;0;0;1.55;1.55;0;5.35;80.4;12.306;-0.06;6.05;0
6/19/2024;16:11:39;0;greeenland;0.04;7.37;0;-0.055;6.56;1.26;0;103.4;104.8;11.06;-0.078;0;0;1.54;1.54;0;5.35;80.4;12.335;-0.047;6.05;0
6/19/2024;16:11:41;0;greeenland;0.05;7.39;0;-0.055;6.55;1.26;0;103.4;104.8;11.05;-0.078;0;0;1.57;1.57;0;5.35;80.4;12.368;-0.059;6.05;0
6/19/2024;16:11:43;0;greeenland;0.06;7.42;0;-0.055;6.56;1.26;0;103.4;104.8;11.05;-0.078;0;0;1.55;1.55;0;5.32;81.9;12.393;-0.053;6.05;0
6/19/2024;16:11:45;0;greeenland;0.04;7.35;0;-0.055;6.55;1.26;0;103.4;104.7;11.04;-0.079;0;0;1.55;1.55;0;5.26;85.7;12.415;-0.063;6.05;0
6/19/2024;16:11:47;0;greeenland;0.05;7.39;0;-0.055;6.55;1.26;0;103.3;104.7;11.03;-0.079;0;0;1.56;1.56;0;5.36;79.9;12.432;-0.051;6.05;0
6/19/2024;16:11:49;0;greeenland;0.04;7.36;0;-0.055;6.54;1.26;0;103.3;104.7;11.02;-0.079;0;0;1.57;1.57;0;5.35;80.6;12.445;-0.062;6.05;0
6/19/2024;16:11:51;0;greeenland;0.03;7.32;0;-0.055;6.55;1.26;0;103.3;104.7;11.02;-0.078;0;0;1.58;1.58;0;5.5;72.1;12.459;-0.053;6.05;0
6/19/2024;16:11:53;0;greeenland;0.04;7.35;0;-0.055;6.54;1.25;0;103.3;104.6;11.01;-0.079;0;0;1.57;1.57;0;5.33;81.2;12.472;-0.054;6.05;0
6/19/2024;16:11:55;0;greeenland;0.04;7.36;0;-0.055;6.54;1.25;0;103.2;104.6;11.01;-0.078;0;0;1.55;1.55;0;5.35;80.2;12.483;-0.057;6.05;0
6/19/2024;16:11:57;0;greeenland;0.06;7.41;0;-0.055;6.54;1.25;0;103.2;104.6;11;-0.079;0;0;1.56;1.56;0;5.35;80.4;12.493;-0.05;6.05;0
6/19/2024;16:11:59;0;greeenland;0.07;7.44;0;-0.055;6.56;1.26;0;103.2;104.6;11;-0.079;0;0;1.57;1.57;0;5.35;80.5;12.498;-0.057;6.05;0
